seed,run_id,method,method_role,tier,decision,top1_oracle_hit,spearman,mean_oracle_gap_pct,mean_selected_rank,pairwise_auc,selected_nelbo,candidate_oracle_nelbo,bottom_half_selection_rate,high_regret_selection_rate,catastrophic_mistake_rate,alpha,nelbo_delta_vs_metadata,top1_uplift_vs_metadata,spearman_uplift_vs_metadata,oracle_gap_pct_reduction_vs_metadata,harmful_override_rate,harmful_override_rate_reduction_vs_unrestricted_response,override_rate,utility_improving_override_rate,expert4_override_candidate_rate,expert4_override_accepted_rate,expert4_override_blocked_rate,not_lose_static_embedding_routing_seed,fallback_outer_centers,fallback_outer_center_rate,selected_thresholds,n_domain_level_units,source_result_path
42,support_utility_v2_seed42,support_static_embedding_routing,baseline,pass,not_selected,0.31666666666666665,0.47,5.6712398724175825,2.05,0.7027777777777778,407.70179138611746,387.4925199261246,0.21666666666666667,0.5833333333333334,0.5833333333333334,0.0,0.7371607419149768,0.25,0.47,-0.3597732359860304,0.0,0.5609756097560976,0.0,0.0,0.0,0.0,0.0,1,,,,5,outputs/camelyon17/camelyon17_support_estimated_utility_routing_v2/support_utility_v2_seed42/reports/support_response_results.json
43,support_utility_v2_seed43,expert_id_only_pairwise,control,diagnostic_only,not_selected,0.4,0.12649111123062548,3.014958237166247,1.8,0.6000000000000001,493.0196590327045,477.54725513791095,0.2,0.48333333333333334,0.48333333333333334,0.0,-1.5955846618398368,0.0,0.12649111123062548,1.351048864860482,0.0,0.6111111111111112,0.0,0.0,0.0,0.0,0.0,0,,,,5,outputs/camelyon17/camelyon17_support_estimated_utility_routing_v2/support_utility_v2_seed43/reports/support_response_results.json
43,support_utility_v2_seed43,risk_constrained_response_routing,learned,weak_pass,not_selected,0.5,0.4000000000000001,3.337763027671151,1.6,0.6666666666666667,491.4219882436574,477.54725513791095,0.08333333333333333,0.4,0.4,0.0,-3.1932554508869657,0.09999999999999998,0.4000000000000001,1.028244074355578,0.45454545454545453,0.15656565656565663,0.18333333333333332,0.5454545454545454,0.06666666666666667,0.016666666666666666,0.75,0,1,0.2,margin=0;regret=0|margin=1.5;regret=0|margin=inf;regret=0,5,outputs/camelyon17/camelyon17_support_estimated_utility_routing_v2/support_utility_v2_seed43/reports/support_response_results.json
43,support_utility_v2_seed43,source_global_prior_routing,baseline,fail,not_selected,0.0,-0.3000000000000001,9.35796236822996,2.8,0.4055555555555556,516.2761936096812,477.54725513791095,0.8,0.8,0.8,0.0,21.660949915136825,-0.4,-0.3000000000000001,-4.991955266203232,0.0,0.6111111111111112,0.0,0.0,0.0,0.0,0.0,0,,,,5,outputs/camelyon17/camelyon17_support_estimated_utility_routing_v2/support_utility_v2_seed43/reports/support_response_results.json
43,support_utility_v2_seed43,source_leave_pseudo_domain_out_ranker_diagnostic,diagnostic,diagnostic_only,not_selected,0.4125,0.12916666666666668,5.296681788187152,1.8791666666666667,0.5513888888888888,510.5692406298948,483.39965519605516,0.2916666666666667,0.5291666666666667,0.5291666666666667,0.0,15.95399693535046,0.012499999999999956,0.12916666666666668,-0.9306746861604234,0.0,0.6111111111111112,0.0,0.0,0.0,0.0,0.0,0,,,,5,outputs/camelyon17/camelyon17_support_estimated_utility_routing_v2/support_utility_v2_seed43/reports/support_response_results.json
43,support_utility_v2_seed43,support_candidate_oracle,diagnostic,reference_only,not_selected,1.0,1.0,0.0,1.0,1.0,477.54725513791095,477.54725513791095,0.0,0.0,0.0,0.0,-17.067988556633395,0.6,1.0,4.366007102026729,0.0,0.6111111111111112,0.0,0.0,0.0,0.0,0.0,1,,,,5,outputs/camelyon17/camelyon17_support_estimated_utility_routing_v2/support_utility_v2_seed43/reports/support_response_results.json
43,support_utility_v2_seed43,support_metadata_routing,baseline,baseline,baseline_reference,0.4,0.0,4.366007102026729,1.6,0.5,494.61524369454435,477.54725513791095,0.0,0.48333333333333334,0.48333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.6111111111111112,0.0,0.0,0.0,0.0,0.0,0,,,,5,outputs/camelyon17/camelyon17_support_estimated_utility_routing_v2/support_utility_v2_seed43/reports/support_response_results.json
43,support_utility_v2_seed43,support_response_pairwise_response_indirect_shuffled,control,diagnostic_only,not_selected,0.3,0.006666666666666662,8.701747280273656,2.3833333333333333,0.48611111111111105,517.5125308237497,477.54725513791095,0.4166666666666667,0.6333333333333333,0.6333333333333333,0.0,22.897287129205324,-0.10000000000000003,0.006666666666666662,-4.335740178246927,0.0,0.6111111111111112,0.0,0.0,0.0,0.0,0.0,0,,,,5,outputs/camelyon17/camelyon17_support_estimated_utility_routing_v2/support_utility_v2_seed43/reports/support_response_results.json
43,support_utility_v2_seed43,support_response_pairwise_static_response_indirect,learned,fail,not_selected,0.48333333333333334,0.4000000000000001,4.972586157411262,1.8833333333333333,0.6666666666666667,499.47454859712803,477.54725513791095,0.26666666666666666,0.4666666666666667,0.4666666666666667,0.0,4.859304902583688,0.08333333333333331,0.4000000000000001,-0.6065790553845334,0.6111111111111112,0.0,0.6,0.3888888888888889,0.0,0.0,0.0,0,,,,5,outputs/camelyon17/camelyon17_support_estimated_utility_routing_v2/support_utility_v2_seed43/reports/support_response_results.json
43,support_utility_v2_seed43,support_set_nelbo_conservative,baseline,pass,selected,0.8833333333333333,0.84,0.7880241612775485,1.1666666666666667,0.8944444444444444,481.0864635897954,477.54725513791095,0.05,0.11666666666666667,0.11666666666666667,0.0,-13.528780104748932,0.4833333333333333,0.84,3.5779829407491803,0.0,0.6111111111111112,0.0,0.0,0.0,0.0,0.0,1,,,,5,outputs/camelyon17/camelyon17_support_estimated_utility_routing_v2/support_utility_v2_seed43/reports/support_response_results.json
43,support_utility_v2_seed43,support_set_nelbo_top1,baseline,pass,not_selected,0.9,0.8466666666666666,0.4877242599454977,1.1333333333333333,0.8972222222222223,480.13976807924905,477.54725513791095,0.03333333333333333,0.1,0.1,0.0,-14.475475615295295,0.5,0.8466666666666666,3.8782828420812314,0.0,0.6111111111111112,0.0,0.0,0.0,0.0,0.0,1,,,,5,outputs/camelyon17/camelyon17_support_estimated_utility_routing_v2/support_utility_v2_seed43/reports/support_response_results.json
43,support_utility_v2_seed43,support_static_embedding_routing,baseline,pass,not_selected,0.65,0.4833333333333334,2.291427522153996,1.5166666666666666,0.6722222222222223,488.04113828515347,477.54725513791095,0.15,0.35,0.35,0.0,-6.5741054093908815,0.25,0.4833333333333334,2.074579579872733,0.0,0.6111111111111112,0.0,0.0,0.0,0.0,0.0,1,,,,5,outputs/camelyon17/camelyon17_support_estimated_utility_routing_v2/support_utility_v2_seed43/reports/support_response_results.json
44,support_utility_v2_seed44,expert_id_only_pairwise,control,diagnostic_only,not_selected,0.4,0.31999999999999995,2.6590524146428836,1.6,0.6333333333333332,401.28447288182736,391.6796680087816,0.0,0.4,0.4,0.0,0.0,0.0,0.31999999999999995,0.0,0.0,0.8536585365853658,0.0,0.0,0.0,0.0,0.0,0,,,,5,outputs/camelyon17/camelyon17_support_estimated_utility_routing_v2/support_utility_v2_seed44/reports/support_response_results.json
44,support_utility_v2_seed44,risk_constrained_response_routing,learned,weak_pass,not_selected,0.48333333333333334,0.36333333333333334,2.2053281363405346,1.5333333333333334,0.6527777777777778,399.7436582902944,391.6796680087816,0.016666666666666666,0.31666666666666665,0.31666666666666665,0.0,-1.5408145915329783,0.08333333333333331,0.36333333333333334,0.45372427830234896,0.25,0.6036585365853658,0.13333333333333333,0.75,0.26666666666666666,0.016666666666666666,0.9375,0,0,0.0,margin=0.25;regret=5|margin=0;regret=0|margin=1.5;regret=0,5,outputs/camelyon17/camelyon17_support_estimated_utility_routing_v2/support_utility_v2_seed44/reports/support_response_results.json
44,support_utility_v2_seed44,source_global_prior_routing,baseline,fail,not_selected,0.2,-0.006666666666666646,9.586575334944381,2.3333333333333335,0.5194444444444444,425.6132914533537,391.6796680087816,0.5333333333333333,0.7166666666666667,0.7166666666666667,0.0,24.32881857152637,-0.2,-0.006666666666666646,-6.927522920301498,0.0,0.8536585365853658,0.0,0.0,0.0,0.0,0.0,0,,,,5,outputs/camelyon17/camelyon17_support_estimated_utility_routing_v2/support_utility_v2_seed44/reports/support_response_results.json
44,support_utility_v2_seed44,source_leave_pseudo_domain_out_ranker_diagnostic,diagnostic,diagnostic_only,not_selected,0.4625,0.42083333333333334,4.0387729897702656,1.625,0.6902777777777778,409.9625671242065,394.77892701146044,0.0875,0.42083333333333334,0.42083333333333334,0.0,8.678094242379132,0.0625,0.42083333333333334,-1.379720575127382,0.0,0.8536585365853658,0.0,0.0,0.0,0.0,0.0,0,,,,5,outputs/camelyon17/camelyon17_support_estimated_utility_routing_v2/support_utility_v2_seed44/reports/support_response_results.json
44,support_utility_v2_seed44,support_candidate_oracle,diagnostic,reference_only,not_selected,1.0,1.0,0.0,1.0,1.0,391.6796680087816,391.6796680087816,0.0,0.0,0.0,0.0,-9.604804873045737,0.6,1.0,2.6590524146428836,0.0,0.8536585365853658,0.0,0.0,0.0,0.0,0.0,1,,,,5,outputs/camelyon17/camelyon17_support_estimated_utility_routing_v2/support_utility_v2_seed44/reports/support_response_results.json
44,support_utility_v2_seed44,support_metadata_routing,baseline,baseline,baseline_reference,0.4,0.0,2.6590524146428836,1.6,0.5,401.28447288182736,391.6796680087816,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.8536585365853658,0.0,0.0,0.0,0.0,0.0,0,,,,5,outputs/camelyon17/camelyon17_support_estimated_utility_routing_v2/support_utility_v2_seed44/reports/support_response_results.json
44,support_utility_v2_seed44,support_response_pairwise_response_indirect_shuffled,control,diagnostic_only,not_selected,0.2,0.006666666666666666,6.981579681681256,2.433333333333333,0.4944444444444444,417.6400569236163,391.6796680087816,0.45,0.6,0.6,0.0,16.355584041788973,-0.2,0.006666666666666666,-4.322527267038373,0.0,0.8536585365853658,0.0,0.0,0.0,0.0,0.0,0,,,,5,outputs/camelyon17/camelyon17_support_estimated_utility_routing_v2/support_utility_v2_seed44/reports/support_response_results.json
44,support_utility_v2_seed44,support_response_pairwise_static_response_indirect,learned,fail,not_selected,0.31666666666666665,0.36333333333333334,6.223291333609013,2.2333333333333334,0.6527777777777778,414.96708633304644,391.6796680087816,0.4666666666666667,0.5333333333333333,0.5333333333333333,0.0,13.682613451219083,-0.08333333333333337,0.36333333333333334,-3.5642389189661294,0.8536585365853658,0.0,0.6833333333333333,0.14634146341463414,0.0,0.0,0.0,0,,,,5,outputs/camelyon17/camelyon17_support_estimated_utility_routing_v2/support_utility_v2_seed44/reports/support_response_results.json
44,support_utility_v2_seed44,support_set_nelbo_conservative,baseline,pass,selected,0.8166666666666667,0.8799999999999998,0.6804414876983477,1.2,0.9027777777777779,394.2267581720765,391.6796680087816,0.016666666666666666,0.1,0.1,0.0,-7.057714709750883,0.41666666666666663,0.8799999999999998,1.978610926944536,0.0,0.8536585365853658,0.0,0.0,0.0,0.0,0.0,1,,,,5,outputs/camelyon17/camelyon17_support_estimated_utility_routing_v2/support_utility_v2_seed44/reports/support_response_results.json
44,support_utility_v2_seed44,support_set_nelbo_top1,baseline,pass,not_selected,0.8,0.8766666666666666,0.6995768123968167,1.2166666666666666,0.9000000000000001,394.31303968227064,391.6796680087816,0.016666666666666666,0.1,0.1,0.0,-6.971433199556714,0.4,0.8766666666666666,1.9594756022460669,0.0,0.8536585365853658,0.0,0.0,0.0,0.0,0.0,1,,,,5,outputs/camelyon17/camelyon17_support_estimated_utility_routing_v2/support_utility_v2_seed44/reports/support_response_results.json
44,support_utility_v2_seed44,support_static_embedding_routing,baseline,pass,not_selected,0.5666666666666667,0.7266666666666667,2.2035903590489863,1.5833333333333333,0.8277777777777777,400.47132135442655,391.6796680087816,0.15,0.36666666666666664,0.36666666666666664,0.0,-0.8131515274008052,0.16666666666666663,0.7266666666666667,0.4554620555938973,0.0,0.8536585365853658,0.0,0.0,0.0,0.0,0.0,1,,,,5,outputs/camelyon17/camelyon17_support_estimated_utility_routing_v2/support_utility_v2_seed44/reports/support_response_results.json
