experiment_seed,heldout_center,support_size,support_seed,method,source_method,deterministic_selected_expert,oracle_expert,selection_stability,p_oracle_selected,p_eval_rank_le_2,mean_bootstrap_oracle_gap_pct,ci_low_oracle_gap_pct,ci_high_oracle_gap_pct,p_high_regret_gt_2,p_catastrophic_gt_5,p_selection_changed,mean_bootstrap_support_margin,margin_bin,split_id
43,3,16,31,direct_support_nelbo,support_set_nelbo_top1,0,0,0.8498,0.8498,0.9997,0.8760031571493504,0.0,5.816518764994888,0.1502,0.1502,0.1502,21.495026869678497,q3_mid_high,target3_seed31_random_k16
43,3,32,31,direct_support_nelbo,support_set_nelbo_top1,0,0,0.9268,0.9268,0.9996,0.42795730937853843,0.0,5.80068642729315,0.0732,0.0732,0.0732,22.73114072084427,q3_mid_high,target3_seed31_random_k32
43,4,4,17,direct_support_nelbo,support_set_nelbo_top1,0,0,0.5752999999999999,0.5753,0.7265,2.630925823046189,0.0,8.763146654804947,0.2735,0.2735,0.4247,19.02064316329956,q1_low,target4_seed17_random_k4
43,4,8,17,direct_support_nelbo,support_set_nelbo_top1,0,0,0.8718,0.8718,0.9535,0.5146052294821437,0.0,8.653714662254469,0.0465,0.0465,0.1282,31.014991400146485,q3_mid_high,target4_seed17_random_k8
43,4,16,17,direct_support_nelbo,support_set_nelbo_top1,0,0,0.48260000000000003,0.4826,0.9885,0.9615581681714602,0.0,1.6966265955637907,0.0115,0.0115,0.5174,16.01272010202408,q1_low,target4_seed17_random_k16
43,4,32,17,direct_support_nelbo,support_set_nelbo_top1,0,0,0.7417,0.7417,0.9992,0.39033981062887085,0.0,1.4883332370242475,0.0008,0.0008,0.2583,13.774745534849167,q1_low,target4_seed17_random_k32
43,4,4,23,direct_support_nelbo,support_set_nelbo_top1,0,0,0.7102999999999999,0.7103,0.9961,0.4647579460789593,0.0,1.5286552520054943,0.0039,0.0039,0.2897,23.6387618850708,q2_mid_low,target4_seed23_random_k4
43,4,8,23,direct_support_nelbo,support_set_nelbo_top1,0,0,0.6666000000000001,0.6666,0.9727,0.7185008792366057,0.0,8.859809163935035,0.0273,0.0273,0.3334,11.849087484741212,q1_low,target4_seed23_random_k8
43,4,16,23,direct_support_nelbo,support_set_nelbo_top1,0,0,0.9507,0.9507,0.9598,0.36932724659947763,0.0,8.883289324870855,0.0402,0.0402,0.0493,18.943258039188386,q3_mid_high,target4_seed23_random_k16
43,4,32,23,direct_support_nelbo,support_set_nelbo_top1,0,0,0.8345,0.8345,0.9984,0.25346047255398946,0.0,1.459073851620677,0.0016,0.0016,0.1655,11.807650151777267,q1_low,target4_seed23_random_k32
