matched_key,dataset_name,backbone_type,run_id,target_domain,support_seed,support_size_requested,sampling_policy,sampling_policy_effective,support_gap,metadata_gap,embedding_gap,normalized_gap_reduction_vs_metadata,normalized_gap_reduction_vs_static_embedding,top1_delta_vs_metadata,top1_delta_vs_static_embedding,safe_audit
breakhis|dinov2_vitb14|2026-03-18_1540_seed43|400|17|16|random|random|target400_seed17_random_k16,breakhis,dinov2_vitb14,2026-03-18_1540_seed43,400,17,16,random,random,0.6406642968949191,0.0,0.0,-0.6406642968949191,-0.6406642968949191,-1.0,-1.0,1
breakhis|dinov2_vitb14|2026-03-18_1540_seed43|400|17|32|class_balanced|class_balanced|target400_seed17_class_balanced_k32,breakhis,dinov2_vitb14,2026-03-18_1540_seed43,400,17,32,class_balanced,class_balanced,0.0,0.21220669120751395,0.21220669120751395,0.21220669120751395,0.21220669120751395,1.0,1.0,1
breakhis|dinov2_vitb14|2026-03-18_1540_seed43|400|17|32|random|random|target400_seed17_random_k32,breakhis,dinov2_vitb14,2026-03-18_1540_seed43,400,17,32,random,random,0.12104542569968688,0.0,0.0,-0.12104542569968688,-0.12104542569968688,-1.0,-1.0,1
breakhis|dinov2_vitb14|2026-03-18_1540_seed43|400|17|4|class_balanced|class_balanced|target400_seed17_class_balanced_k4,breakhis,dinov2_vitb14,2026-03-18_1540_seed43,400,17,4,class_balanced,class_balanced,0.20258623768809725,0.0,0.0,-0.20258623768809725,-0.20258623768809725,-1.0,-1.0,1
breakhis|dinov2_vitb14|2026-03-18_1540_seed43|400|17|4|random|random|target400_seed17_random_k4,breakhis,dinov2_vitb14,2026-03-18_1540_seed43,400,17,4,random,random,0.28987397063024084,0.0,0.0,-0.28987397063024084,-0.28987397063024084,-1.0,-1.0,1
breakhis|dinov2_vitb14|2026-03-18_1540_seed43|400|17|64|class_balanced|class_balanced|target400_seed17_class_balanced_k64,breakhis,dinov2_vitb14,2026-03-18_1540_seed43,400,17,64,class_balanced,class_balanced,1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1
breakhis|dinov2_vitb14|2026-03-18_1540_seed43|400|17|64|random|random|target400_seed17_random_k64,breakhis,dinov2_vitb14,2026-03-18_1540_seed43,400,17,64,random,random,0.43390627035866897,0.0,0.0,-0.43390627035866897,-0.43390627035866897,-1.0,-1.0,1
breakhis|dinov2_vitb14|2026-03-18_1540_seed43|400|17|8|class_balanced|class_balanced|target400_seed17_class_balanced_k8,breakhis,dinov2_vitb14,2026-03-18_1540_seed43,400,17,8,class_balanced,class_balanced,0.49020521061801264,0.0,0.0,-0.49020521061801264,-0.49020521061801264,-1.0,-1.0,1
breakhis|dinov2_vitb14|2026-03-18_1540_seed43|400|17|8|random|random|target400_seed17_random_k8,breakhis,dinov2_vitb14,2026-03-18_1540_seed43,400,17,8,random,random,0.3703000942692494,0.0,0.0,-0.3703000942692494,-0.3703000942692494,-1.0,-1.0,1
breakhis|dinov2_vitb14|2026-03-18_1540_seed43|400|23|16|class_balanced|class_balanced|target400_seed23_class_balanced_k16,breakhis,dinov2_vitb14,2026-03-18_1540_seed43,400,23,16,class_balanced,class_balanced,1.0,0.05958871710258396,0.05958871710258396,-0.940411282897416,-0.940411282897416,0.0,0.0,1
breakhis|dinov2_vitb14|2026-03-18_1540_seed43|400|23|16|random|random|target400_seed23_random_k16,breakhis,dinov2_vitb14,2026-03-18_1540_seed43,400,23,16,random,random,0.201305277762693,0.201305277762693,0.201305277762693,0.0,0.0,0.0,0.0,1
breakhis|dinov2_vitb14|2026-03-18_1540_seed43|400|23|32|class_balanced|class_balanced|target400_seed23_class_balanced_k32,breakhis,dinov2_vitb14,2026-03-18_1540_seed43,400,23,32,class_balanced,class_balanced,0.12914571961366567,0.0,0.0,-0.12914571961366567,-0.12914571961366567,-1.0,-1.0,1
breakhis|dinov2_vitb14|2026-03-18_1540_seed43|400|23|32|random|random|target400_seed23_random_k32,breakhis,dinov2_vitb14,2026-03-18_1540_seed43,400,23,32,random,random,0.4881790737371806,0.4881790737371806,0.4881790737371806,0.0,0.0,0.0,0.0,1
breakhis|dinov2_vitb14|2026-03-18_1540_seed43|400|23|4|class_balanced|class_balanced|target400_seed23_class_balanced_k4,breakhis,dinov2_vitb14,2026-03-18_1540_seed43,400,23,4,class_balanced,class_balanced,0.06061690560535269,0.06061690560535269,0.06061690560535269,0.0,0.0,0.0,0.0,1
breakhis|dinov2_vitb14|2026-03-18_1540_seed43|400|23|4|random|random|target400_seed23_random_k4,breakhis,dinov2_vitb14,2026-03-18_1540_seed43,400,23,4,random,random,0.0433213323853884,0.0,0.0,-0.0433213323853884,-0.0433213323853884,-1.0,-1.0,1
breakhis|dinov2_vitb14|2026-03-18_1540_seed43|400|23|64|class_balanced|class_balanced|target400_seed23_class_balanced_k64,breakhis,dinov2_vitb14,2026-03-18_1540_seed43,400,23,64,class_balanced,class_balanced,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1
breakhis|dinov2_vitb14|2026-03-18_1540_seed43|400|23|64|random|random|target400_seed23_random_k64,breakhis,dinov2_vitb14,2026-03-18_1540_seed43,400,23,64,random,random,1.0,0.29144426676399215,0.29144426676399215,-0.7085557332360078,-0.7085557332360078,0.0,0.0,1
breakhis|dinov2_vitb14|2026-03-18_1540_seed43|400|23|8|class_balanced|class_balanced|target400_seed23_class_balanced_k8,breakhis,dinov2_vitb14,2026-03-18_1540_seed43,400,23,8,class_balanced,class_balanced,0.11701162441910556,0.11701162441910556,0.11701162441910556,0.0,0.0,0.0,0.0,1
breakhis|dinov2_vitb14|2026-03-18_1540_seed43|400|23|8|random|random|target400_seed23_random_k8,breakhis,dinov2_vitb14,2026-03-18_1540_seed43,400,23,8,random,random,0.04080048811690914,0.0,0.0,-0.04080048811690914,-0.04080048811690914,-1.0,-1.0,1
breakhis|dinov2_vitb14|2026-03-18_1540_seed43|400|31|16|class_balanced|class_balanced|target400_seed31_class_balanced_k16,breakhis,dinov2_vitb14,2026-03-18_1540_seed43,400,31,16,class_balanced,class_balanced,0.08692911835623886,0.0,0.0,-0.08692911835623886,-0.08692911835623886,-1.0,-1.0,1
breakhis|dinov2_vitb14|2026-03-18_1540_seed43|400|31|16|random|random|target400_seed31_random_k16,breakhis,dinov2_vitb14,2026-03-18_1540_seed43,400,31,16,random,random,0.32079446196527606,0.32079446196527606,0.32079446196527606,0.0,0.0,0.0,0.0,1
breakhis|dinov2_vitb14|2026-03-18_1540_seed43|400|31|32|class_balanced|class_balanced|target400_seed31_class_balanced_k32,breakhis,dinov2_vitb14,2026-03-18_1540_seed43,400,31,32,class_balanced,class_balanced,0.0,0.010342456026365887,0.010342456026365887,0.010342456026365887,0.010342456026365887,1.0,1.0,1
breakhis|dinov2_vitb14|2026-03-18_1540_seed43|400|31|32|random|random|target400_seed31_random_k32,breakhis,dinov2_vitb14,2026-03-18_1540_seed43,400,31,32,random,random,0.35052091098531274,0.35052091098531274,0.35052091098531274,0.0,0.0,0.0,0.0,1
breakhis|dinov2_vitb14|2026-03-18_1540_seed43|400|31|4|class_balanced|class_balanced|target400_seed31_class_balanced_k4,breakhis,dinov2_vitb14,2026-03-18_1540_seed43,400,31,4,class_balanced,class_balanced,0.14840184292094022,0.14840184292094022,0.14840184292094022,0.0,0.0,0.0,0.0,1
breakhis|dinov2_vitb14|2026-03-18_1540_seed43|400|31|4|random|random|target400_seed31_random_k4,breakhis,dinov2_vitb14,2026-03-18_1540_seed43,400,31,4,random,random,0.02268902615625388,0.02268902615625388,0.02268902615625388,0.0,0.0,0.0,0.0,1
breakhis|dinov2_vitb14|2026-03-18_1540_seed43|400|31|64|class_balanced|class_balanced|target400_seed31_class_balanced_k64,breakhis,dinov2_vitb14,2026-03-18_1540_seed43,400,31,64,class_balanced,class_balanced,1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1
breakhis|dinov2_vitb14|2026-03-18_1540_seed43|400|31|64|random|random|target400_seed31_random_k64,breakhis,dinov2_vitb14,2026-03-18_1540_seed43,400,31,64,random,random,0.18705973689347452,0.0,0.0,-0.18705973689347452,-0.18705973689347452,-1.0,-1.0,1
breakhis|dinov2_vitb14|2026-03-18_1540_seed43|400|31|8|class_balanced|class_balanced|target400_seed31_class_balanced_k8,breakhis,dinov2_vitb14,2026-03-18_1540_seed43,400,31,8,class_balanced,class_balanced,0.07234973129566384,0.07234973129566384,0.07234973129566384,0.0,0.0,0.0,0.0,1
breakhis|dinov2_vitb14|2026-03-18_1540_seed43|400|31|8|random|random|target400_seed31_random_k8,breakhis,dinov2_vitb14,2026-03-18_1540_seed43,400,31,8,random,random,0.021143993252055085,0.0,0.0,-0.021143993252055085,-0.021143993252055085,-1.0,-1.0,1
breakhis|dinov2_vitb14|2026-03-18_1543_seed44|100|17|16|class_balanced|class_balanced|target100_seed17_class_balanced_k16,breakhis,dinov2_vitb14,2026-03-18_1543_seed44,100,17,16,class_balanced,class_balanced,1.0,0.27860213695186287,0.0,-0.7213978630481371,-1.0,0.0,-1.0,1
breakhis|dinov2_vitb14|2026-03-18_1543_seed44|100|17|16|random|random|target100_seed17_random_k16,breakhis,dinov2_vitb14,2026-03-18_1543_seed44,100,17,16,random,random,0.9120738107462715,0.9120738107462715,0.0,0.0,-0.9120738107462715,0.0,-1.0,1
breakhis|dinov2_vitb14|2026-03-18_1543_seed44|100|17|32|class_balanced|class_balanced|target100_seed17_class_balanced_k32,breakhis,dinov2_vitb14,2026-03-18_1543_seed44,100,17,32,class_balanced,class_balanced,1.0,0.5870738571223529,0.0,-0.41292614287764706,-1.0,0.0,-1.0,1
breakhis|dinov2_vitb14|2026-03-18_1543_seed44|100|17|32|random|random|target100_seed17_random_k32,breakhis,dinov2_vitb14,2026-03-18_1543_seed44,100,17,32,random,random,1.0,1.0,0.0,0.0,-1.0,0.0,-1.0,1
breakhis|dinov2_vitb14|2026-03-18_1543_seed44|100|17|4|class_balanced|class_balanced|target100_seed17_class_balanced_k4,breakhis,dinov2_vitb14,2026-03-18_1543_seed44,100,17,4,class_balanced,class_balanced,1.0,0.5246913180544457,0.0,-0.4753086819455543,-1.0,0.0,-1.0,1
breakhis|dinov2_vitb14|2026-03-18_1543_seed44|100|17|4|random|random|target100_seed17_random_k4,breakhis,dinov2_vitb14,2026-03-18_1543_seed44,100,17,4,random,random,0.0,0.5597927441341055,0.0,0.5597927441341055,0.0,1.0,0.0,1
breakhis|dinov2_vitb14|2026-03-18_1543_seed44|100|17|64|class_balanced|random_fallback|target100_seed17_random_fallback_k64,breakhis,dinov2_vitb14,2026-03-18_1543_seed44,100,17,64,class_balanced,random_fallback,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1
breakhis|dinov2_vitb14|2026-03-18_1543_seed44|100|17|64|random|random|target100_seed17_random_k64,breakhis,dinov2_vitb14,2026-03-18_1543_seed44,100,17,64,random,random,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1
breakhis|dinov2_vitb14|2026-03-18_1543_seed44|100|17|8|class_balanced|class_balanced|target100_seed17_class_balanced_k8,breakhis,dinov2_vitb14,2026-03-18_1543_seed44,100,17,8,class_balanced,class_balanced,1.0,0.3575791868374824,0.0,-0.6424208131625175,-1.0,0.0,-1.0,1
breakhis|dinov2_vitb14|2026-03-18_1543_seed44|100|17|8|random|random|target100_seed17_random_k8,breakhis,dinov2_vitb14,2026-03-18_1543_seed44,100,17,8,random,random,0.0,0.3498054155399952,0.0,0.3498054155399952,0.0,1.0,0.0,1
breakhis|dinov2_vitb14|2026-03-18_1543_seed44|100|23|16|class_balanced|class_balanced|target100_seed23_class_balanced_k16,breakhis,dinov2_vitb14,2026-03-18_1543_seed44,100,23,16,class_balanced,class_balanced,0.7969247850669897,0.7969247850669897,0.0,0.0,-0.7969247850669897,0.0,-1.0,1
breakhis|dinov2_vitb14|2026-03-18_1543_seed44|100|23|16|random|random|target100_seed23_random_k16,breakhis,dinov2_vitb14,2026-03-18_1543_seed44,100,23,16,random,random,0.0,0.3096482777549301,0.0,0.3096482777549301,0.0,1.0,0.0,1
breakhis|dinov2_vitb14|2026-03-18_1543_seed44|100|23|32|class_balanced|class_balanced|target100_seed23_class_balanced_k32,breakhis,dinov2_vitb14,2026-03-18_1543_seed44,100,23,32,class_balanced,class_balanced,0.02905032875505998,0.0,0.02905032875505998,-0.02905032875505998,0.0,-1.0,0.0,1
breakhis|dinov2_vitb14|2026-03-18_1543_seed44|100|23|32|random|random|target100_seed23_random_k32,breakhis,dinov2_vitb14,2026-03-18_1543_seed44,100,23,32,random,random,0.5065897356997565,0.0,0.5065897356997565,-0.5065897356997565,0.0,-1.0,0.0,1
breakhis|dinov2_vitb14|2026-03-18_1543_seed44|100|23|4|class_balanced|class_balanced|target100_seed23_class_balanced_k4,breakhis,dinov2_vitb14,2026-03-18_1543_seed44,100,23,4,class_balanced,class_balanced,0.5812695265586331,0.5812695265586331,0.0,0.0,-0.5812695265586331,0.0,-1.0,1
breakhis|dinov2_vitb14|2026-03-18_1543_seed44|100|23|4|random|random|target100_seed23_random_k4,breakhis,dinov2_vitb14,2026-03-18_1543_seed44,100,23,4,random,random,0.0,0.5402812525137594,0.5402812525137594,0.5402812525137594,0.5402812525137594,1.0,1.0,1
breakhis|dinov2_vitb14|2026-03-18_1543_seed44|100|23|64|class_balanced|random_fallback|target100_seed23_random_fallback_k64,breakhis,dinov2_vitb14,2026-03-18_1543_seed44,100,23,64,class_balanced,random_fallback,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1
breakhis|dinov2_vitb14|2026-03-18_1543_seed44|100|23|64|random|random|target100_seed23_random_k64,breakhis,dinov2_vitb14,2026-03-18_1543_seed44,100,23,64,random,random,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1
breakhis|dinov2_vitb14|2026-03-18_1543_seed44|100|23|8|class_balanced|class_balanced|target100_seed23_class_balanced_k8,breakhis,dinov2_vitb14,2026-03-18_1543_seed44,100,23,8,class_balanced,class_balanced,0.6722270210835328,0.6722270210835328,0.0,0.0,-0.6722270210835328,0.0,-1.0,1
breakhis|dinov2_vitb14|2026-03-18_1543_seed44|100|23|8|random|random|target100_seed23_random_k8,breakhis,dinov2_vitb14,2026-03-18_1543_seed44,100,23,8,random,random,0.0,0.6633916446853138,0.0,0.6633916446853138,0.0,1.0,0.0,1
breakhis|dinov2_vitb14|2026-03-18_1543_seed44|100|31|16|class_balanced|class_balanced|target100_seed31_class_balanced_k16,breakhis,dinov2_vitb14,2026-03-18_1543_seed44,100,31,16,class_balanced,class_balanced,1.0,0.6739219161247305,0.0,-0.3260780838752695,-1.0,0.0,-1.0,1
breakhis|dinov2_vitb14|2026-03-18_1543_seed44|100|31|16|random|random|target100_seed31_random_k16,breakhis,dinov2_vitb14,2026-03-18_1543_seed44,100,31,16,random,random,0.0,0.693766329530807,0.693766329530807,0.693766329530807,0.693766329530807,1.0,1.0,1
breakhis|dinov2_vitb14|2026-03-18_1543_seed44|100|31|32|class_balanced|class_balanced|target100_seed31_class_balanced_k32,breakhis,dinov2_vitb14,2026-03-18_1543_seed44,100,31,32,class_balanced,class_balanced,0.9287089419780789,0.9287089419780789,0.0,0.0,-0.9287089419780789,0.0,-1.0,1
breakhis|dinov2_vitb14|2026-03-18_1543_seed44|100|31|32|random|random|target100_seed31_random_k32,breakhis,dinov2_vitb14,2026-03-18_1543_seed44,100,31,32,random,random,0.8735176978585643,0.8735176978585643,0.0,0.0,-0.8735176978585643,0.0,-1.0,1
breakhis|dinov2_vitb14|2026-03-18_1543_seed44|100|31|4|class_balanced|class_balanced|target100_seed31_class_balanced_k4,breakhis,dinov2_vitb14,2026-03-18_1543_seed44,100,31,4,class_balanced,class_balanced,0.6751508546764604,0.6751508546764604,0.0,0.0,-0.6751508546764604,0.0,-1.0,1
breakhis|dinov2_vitb14|2026-03-18_1543_seed44|100|31|4|random|random|target100_seed31_random_k4,breakhis,dinov2_vitb14,2026-03-18_1543_seed44,100,31,4,random,random,0.0,0.7299238725639946,0.7299238725639946,0.7299238725639946,0.7299238725639946,1.0,1.0,1
breakhis|dinov2_vitb14|2026-03-18_1543_seed44|100|31|64|class_balanced|random_fallback|target100_seed31_random_fallback_k64,breakhis,dinov2_vitb14,2026-03-18_1543_seed44,100,31,64,class_balanced,random_fallback,0.3324170586736413,0.0,0.3324170586736413,-0.3324170586736413,0.0,-1.0,0.0,1
breakhis|dinov2_vitb14|2026-03-18_1543_seed44|100|31|64|random|random|target100_seed31_random_k64,breakhis,dinov2_vitb14,2026-03-18_1543_seed44,100,31,64,random,random,0.3324170586736413,0.0,0.3324170586736413,-0.3324170586736413,0.0,-1.0,0.0,1
breakhis|dinov2_vitb14|2026-03-18_1543_seed44|100|31|8|class_balanced|class_balanced|target100_seed31_class_balanced_k8,breakhis,dinov2_vitb14,2026-03-18_1543_seed44,100,31,8,class_balanced,class_balanced,1.0,0.5115503948148938,0.0,-0.48844960518510616,-1.0,0.0,-1.0,1
breakhis|dinov2_vitb14|2026-03-18_1543_seed44|100|31|8|random|random|target100_seed31_random_k8,breakhis,dinov2_vitb14,2026-03-18_1543_seed44,100,31,8,random,random,0.0,0.5924072016143889,0.5924072016143889,0.5924072016143889,0.5924072016143889,1.0,1.0,1
breakhis|dinov2_vitb14|2026-03-18_1543_seed44|200|17|16|class_balanced|class_balanced|target200_seed17_class_balanced_k16,breakhis,dinov2_vitb14,2026-03-18_1543_seed44,200,17,16,class_balanced,class_balanced,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
breakhis|dinov2_vitb14|2026-03-18_1543_seed44|200|17|16|random|random|target200_seed17_random_k16,breakhis,dinov2_vitb14,2026-03-18_1543_seed44,200,17,16,random,random,0.42714376888147554,0.0,0.0,-0.42714376888147554,-0.42714376888147554,-1.0,-1.0,1
breakhis|dinov2_vitb14|2026-03-18_1543_seed44|200|17|32|class_balanced|class_balanced|target200_seed17_class_balanced_k32,breakhis,dinov2_vitb14,2026-03-18_1543_seed44,200,17,32,class_balanced,class_balanced,0.5528524403143423,0.0,0.0,-0.5528524403143423,-0.5528524403143423,-1.0,-1.0,1
breakhis|dinov2_vitb14|2026-03-18_1543_seed44|200|17|32|random|random|target200_seed17_random_k32,breakhis,dinov2_vitb14,2026-03-18_1543_seed44,200,17,32,random,random,0.3479147892572589,0.0,0.0,-0.3479147892572589,-0.3479147892572589,-1.0,-1.0,1
breakhis|dinov2_vitb14|2026-03-18_1543_seed44|200|17|4|class_balanced|class_balanced|target200_seed17_class_balanced_k4,breakhis,dinov2_vitb14,2026-03-18_1543_seed44,200,17,4,class_balanced,class_balanced,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
breakhis|dinov2_vitb14|2026-03-18_1543_seed44|200|17|4|random|random|target200_seed17_random_k4,breakhis,dinov2_vitb14,2026-03-18_1543_seed44,200,17,4,random,random,0.29447853474655716,0.0,0.29447853474655716,-0.29447853474655716,0.0,-1.0,0.0,1
breakhis|dinov2_vitb14|2026-03-18_1543_seed44|200|17|64|class_balanced|random_fallback|target200_seed17_random_fallback_k64,breakhis,dinov2_vitb14,2026-03-18_1543_seed44,200,17,64,class_balanced,random_fallback,0.016456347244832588,0.016456347244832588,0.016456347244832588,0.0,0.0,0.0,0.0,1
breakhis|dinov2_vitb14|2026-03-18_1543_seed44|200|17|64|random|random|target200_seed17_random_k64,breakhis,dinov2_vitb14,2026-03-18_1543_seed44,200,17,64,random,random,0.016456347244832588,0.016456347244832588,0.016456347244832588,0.0,0.0,0.0,0.0,1
breakhis|dinov2_vitb14|2026-03-18_1543_seed44|200|17|8|class_balanced|class_balanced|target200_seed17_class_balanced_k8,breakhis,dinov2_vitb14,2026-03-18_1543_seed44,200,17,8,class_balanced,class_balanced,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
breakhis|dinov2_vitb14|2026-03-18_1543_seed44|200|17|8|random|random|target200_seed17_random_k8,breakhis,dinov2_vitb14,2026-03-18_1543_seed44,200,17,8,random,random,0.32113031440226925,0.0,0.0,-0.32113031440226925,-0.32113031440226925,-1.0,-1.0,1
breakhis|dinov2_vitb14|2026-03-18_1543_seed44|200|23|16|class_balanced|class_balanced|target200_seed23_class_balanced_k16,breakhis,dinov2_vitb14,2026-03-18_1543_seed44,200,23,16,class_balanced,class_balanced,0.5491956879879892,0.0,0.0,-0.5491956879879892,-0.5491956879879892,-1.0,-1.0,1
breakhis|dinov2_vitb14|2026-03-18_1543_seed44|200|23|16|random|random|target200_seed23_random_k16,breakhis,dinov2_vitb14,2026-03-18_1543_seed44,200,23,16,random,random,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
breakhis|dinov2_vitb14|2026-03-18_1543_seed44|200|23|32|class_balanced|class_balanced|target200_seed23_class_balanced_k32,breakhis,dinov2_vitb14,2026-03-18_1543_seed44,200,23,32,class_balanced,class_balanced,0.651920767095478,0.0,0.0,-0.651920767095478,-0.651920767095478,-1.0,-1.0,1
breakhis|dinov2_vitb14|2026-03-18_1543_seed44|200|23|32|random|random|target200_seed23_random_k32,breakhis,dinov2_vitb14,2026-03-18_1543_seed44,200,23,32,random,random,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
breakhis|dinov2_vitb14|2026-03-18_1543_seed44|200|23|4|class_balanced|class_balanced|target200_seed23_class_balanced_k4,breakhis,dinov2_vitb14,2026-03-18_1543_seed44,200,23,4,class_balanced,class_balanced,0.31609679748951,0.0,0.0,-0.31609679748951,-0.31609679748951,-1.0,-1.0,1
breakhis|dinov2_vitb14|2026-03-18_1543_seed44|200|23|4|random|random|target200_seed23_random_k4,breakhis,dinov2_vitb14,2026-03-18_1543_seed44,200,23,4,random,random,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
breakhis|dinov2_vitb14|2026-03-18_1543_seed44|200|23|64|class_balanced|random_fallback|target200_seed23_random_fallback_k64,breakhis,dinov2_vitb14,2026-03-18_1543_seed44,200,23,64,class_balanced,random_fallback,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1
breakhis|dinov2_vitb14|2026-03-18_1543_seed44|200|23|64|random|random|target200_seed23_random_k64,breakhis,dinov2_vitb14,2026-03-18_1543_seed44,200,23,64,random,random,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1
breakhis|dinov2_vitb14|2026-03-18_1543_seed44|200|23|8|class_balanced|class_balanced|target200_seed23_class_balanced_k8,breakhis,dinov2_vitb14,2026-03-18_1543_seed44,200,23,8,class_balanced,class_balanced,0.3455842088538947,0.0,0.0,-0.3455842088538947,-0.3455842088538947,-1.0,-1.0,1
breakhis|dinov2_vitb14|2026-03-18_1543_seed44|200|23|8|random|random|target200_seed23_random_k8,breakhis,dinov2_vitb14,2026-03-18_1543_seed44,200,23,8,random,random,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
breakhis|dinov2_vitb14|2026-03-18_1543_seed44|200|31|16|class_balanced|class_balanced|target200_seed31_class_balanced_k16,breakhis,dinov2_vitb14,2026-03-18_1543_seed44,200,31,16,class_balanced,class_balanced,0.25176861903708714,0.25176861903708714,0.25176861903708714,0.0,0.0,0.0,0.0,1
breakhis|dinov2_vitb14|2026-03-18_1543_seed44|200|31|16|random|random|target200_seed31_random_k16,breakhis,dinov2_vitb14,2026-03-18_1543_seed44,200,31,16,random,random,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
breakhis|dinov2_vitb14|2026-03-18_1543_seed44|200|31|32|class_balanced|class_balanced|target200_seed31_class_balanced_k32,breakhis,dinov2_vitb14,2026-03-18_1543_seed44,200,31,32,class_balanced,class_balanced,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
breakhis|dinov2_vitb14|2026-03-18_1543_seed44|200|31|32|random|random|target200_seed31_random_k32,breakhis,dinov2_vitb14,2026-03-18_1543_seed44,200,31,32,random,random,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
breakhis|dinov2_vitb14|2026-03-18_1543_seed44|200|31|4|class_balanced|class_balanced|target200_seed31_class_balanced_k4,breakhis,dinov2_vitb14,2026-03-18_1543_seed44,200,31,4,class_balanced,class_balanced,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
breakhis|dinov2_vitb14|2026-03-18_1543_seed44|200|31|4|random|random|target200_seed31_random_k4,breakhis,dinov2_vitb14,2026-03-18_1543_seed44,200,31,4,random,random,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
breakhis|dinov2_vitb14|2026-03-18_1543_seed44|200|31|64|class_balanced|random_fallback|target200_seed31_random_fallback_k64,breakhis,dinov2_vitb14,2026-03-18_1543_seed44,200,31,64,class_balanced,random_fallback,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1
breakhis|dinov2_vitb14|2026-03-18_1543_seed44|200|31|64|random|random|target200_seed31_random_k64,breakhis,dinov2_vitb14,2026-03-18_1543_seed44,200,31,64,random,random,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1
breakhis|dinov2_vitb14|2026-03-18_1543_seed44|200|31|8|class_balanced|class_balanced|target200_seed31_class_balanced_k8,breakhis,dinov2_vitb14,2026-03-18_1543_seed44,200,31,8,class_balanced,class_balanced,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
breakhis|dinov2_vitb14|2026-03-18_1543_seed44|200|31|8|random|random|target200_seed31_random_k8,breakhis,dinov2_vitb14,2026-03-18_1543_seed44,200,31,8,random,random,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
breakhis|dinov2_vitb14|2026-03-18_1543_seed44|40|17|16|class_balanced|class_balanced|target40_seed17_class_balanced_k16,breakhis,dinov2_vitb14,2026-03-18_1543_seed44,40,17,16,class_balanced,class_balanced,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
breakhis|dinov2_vitb14|2026-03-18_1543_seed44|40|17|16|random|random|target40_seed17_random_k16,breakhis,dinov2_vitb14,2026-03-18_1543_seed44,40,17,16,random,random,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1
breakhis|dinov2_vitb14|2026-03-18_1543_seed44|40|17|32|class_balanced|class_balanced|target40_seed17_class_balanced_k32,breakhis,dinov2_vitb14,2026-03-18_1543_seed44,40,17,32,class_balanced,class_balanced,1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1
breakhis|dinov2_vitb14|2026-03-18_1543_seed44|40|17|32|random|random|target40_seed17_random_k32,breakhis,dinov2_vitb14,2026-03-18_1543_seed44,40,17,32,random,random,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1
breakhis|dinov2_vitb14|2026-03-18_1543_seed44|40|17|4|class_balanced|class_balanced|target40_seed17_class_balanced_k4,breakhis,dinov2_vitb14,2026-03-18_1543_seed44,40,17,4,class_balanced,class_balanced,0.8997760564781551,0.0,0.0,-0.8997760564781551,-0.8997760564781551,-1.0,-1.0,1
breakhis|dinov2_vitb14|2026-03-18_1543_seed44|40|17|4|random|random|target40_seed17_random_k4,breakhis,dinov2_vitb14,2026-03-18_1543_seed44,40,17,4,random,random,0.5690457224254014,0.5690457224254014,0.5690457224254014,0.0,0.0,0.0,0.0,1
breakhis|dinov2_vitb14|2026-03-18_1543_seed44|40|17|64|class_balanced|random_fallback|target40_seed17_random_fallback_k64,breakhis,dinov2_vitb14,2026-03-18_1543_seed44,40,17,64,class_balanced,random_fallback,1.0,0.525159192125836,0.525159192125836,-0.47484080787416405,-0.47484080787416405,0.0,0.0,1
breakhis|dinov2_vitb14|2026-03-18_1543_seed44|40|17|64|random|random|target40_seed17_random_k64,breakhis,dinov2_vitb14,2026-03-18_1543_seed44,40,17,64,random,random,1.0,0.525159192125836,0.525159192125836,-0.47484080787416405,-0.47484080787416405,0.0,0.0,1
