heldout_center,direct_n_rows,conservative_n_rows,direct_top1_oracle_hit_mean,conservative_top1_oracle_hit_mean,conservative_minus_direct_top1,direct_oracle_gap_pct_mean,conservative_oracle_gap_pct_mean,direct_minus_conservative_oracle_gap_pct,direct_high_regret_rate,conservative_high_regret_rate
0,36,36,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,36,36,0.9722222222222222,0.9722222222222222,0.0,0.4712882155908856,0.4712882155908856,0.0,0.027777777777777776,0.027777777777777776
2,36,36,0.5,0.5,0.0,1.4704023617523803,1.4704023617523803,0.0,0.2222222222222222,0.2222222222222222
3,36,36,0.5555555555555556,0.5555555555555556,0.0,0.8293182080448416,0.8293182080448416,0.0,0.1111111111111111,0.1111111111111111
